medicine_id,branch_id,date,multiplier_vs_baseline,label
MED066,BR01,2025-12-26,3.74,abnormal_usage
MED066,BR02,2026-01-25,3.71,abnormal_usage
MED066,BR02,2026-08-18,2.57,abnormal_usage
MED067,BR01,2025-10-13,3.33,abnormal_usage
MED067,BR01,2026-03-02,3.1,abnormal_usage
MED067,BR02,2026-07-17,4.0,abnormal_usage
MED067,BR03,2026-04-03,3.11,abnormal_usage
MED068,BR01,2025-11-05,2.77,abnormal_usage
MED068,BR01,2026-03-02,3.32,abnormal_usage
MED068,BR02,2025-10-15,2.5,abnormal_usage
MED068,BR02,2026-08-17,3.65,abnormal_usage
MED068,BR03,2026-02-08,3.77,abnormal_usage
MED068,BR03,2026-02-21,3.75,abnormal_usage
MED069,BR02,2025-10-23,3.36,abnormal_usage
MED069,BR02,2026-04-04,3.02,abnormal_usage
MED069,BR03,2025-09-25,3.55,abnormal_usage
MED069,BR03,2025-11-27,3.5,abnormal_usage
MED070,BR01,2026-02-20,2.13,abnormal_usage
MED070,BR01,2026-02-26,3.93,abnormal_usage
MED070,BR03,2026-03-07,3.27,abnormal_usage
MED070,BR03,2026-04-06,4.38,abnormal_usage
MED070,BR03,2026-07-28,4.26,abnormal_usage
MED071,BR01,2026-07-27,3.78,abnormal_usage
MED071,BR02,2026-01-09,2.77,abnormal_usage
MED071,BR02,2026-02-08,3.13,abnormal_usage
MED071,BR02,2026-08-11,2.01,abnormal_usage
MED071,BR03,2025-10-02,3.55,abnormal_usage
MED071,BR03,2025-11-14,2.5,abnormal_usage
MED071,BR03,2025-11-22,2.24,abnormal_usage
MED071,BR03,2026-04-03,4.47,abnormal_usage
MED071,BR03,2026-04-27,4.5,abnormal_usage
MED072,BR01,2026-01-05,3.49,abnormal_usage
MED072,BR02,2026-01-25,2.82,abnormal_usage
MED072,BR03,2025-09-28,3.34,abnormal_usage
MED072,BR03,2025-11-01,4.33,abnormal_usage
MED072,BR03,2026-06-22,4.07,abnormal_usage
MED072,BR03,2026-06-26,2.35,abnormal_usage
MED073,BR01,2026-02-04,2.89,abnormal_usage
MED073,BR01,2026-06-01,2.11,abnormal_usage
MED073,BR01,2026-09-14,4.14,abnormal_usage
MED073,BR03,2025-09-27,3.78,abnormal_usage
MED074,BR01,2025-10-21,4.0,abnormal_usage
MED074,BR01,2025-11-02,4.32,abnormal_usage
MED074,BR01,2025-11-13,2.27,abnormal_usage
MED074,BR01,2025-12-18,3.67,abnormal_usage
MED074,BR01,2026-09-10,4.5,abnormal_usage
MED074,BR03,2025-10-26,3.79,abnormal_usage
MED074,BR03,2026-04-10,3.86,abnormal_usage
MED075,BR01,2026-03-27,3.64,abnormal_usage
MED075,BR01,2026-05-02,2.7,abnormal_usage
MED075,BR01,2026-08-03,2.59,abnormal_usage
MED075,BR02,2026-01-14,3.0,abnormal_usage
MED075,BR03,2025-10-20,3.19,abnormal_usage
MED075,BR03,2025-11-04,3.55,abnormal_usage
MED075,BR03,2025-11-22,2.9,abnormal_usage
MED075,BR03,2026-01-16,2.75,abnormal_usage
MED075,BR03,2026-02-25,2.85,abnormal_usage
MED075,BR03,2026-07-27,3.08,abnormal_usage
MED076,BR01,2025-09-30,2.34,abnormal_usage
MED076,BR01,2026-02-28,2.78,abnormal_usage
MED076,BR01,2026-04-06,3.58,abnormal_usage
MED076,BR02,2026-06-11,2.41,abnormal_usage
MED076,BR02,2026-06-19,3.89,abnormal_usage
MED077,BR01,2026-01-01,2.25,abnormal_usage
MED077,BR01,2026-06-12,4.37,abnormal_usage
MED077,BR02,2025-09-26,3.94,abnormal_usage
MED077,BR02,2025-10-06,2.98,abnormal_usage
MED077,BR02,2026-06-03,4.04,abnormal_usage
MED077,BR02,2026-06-28,2.48,abnormal_usage
MED077,BR03,2025-09-22,2.37,abnormal_usage
MED077,BR03,2026-02-03,4.27,abnormal_usage
MED078,BR01,2026-03-24,4.23,abnormal_usage
MED078,BR01,2026-04-17,3.13,abnormal_usage
MED078,BR02,2025-12-13,2.11,abnormal_usage
MED078,BR02,2025-12-26,3.02,abnormal_usage
MED078,BR02,2026-05-07,3.63,abnormal_usage
MED078,BR02,2026-08-13,3.23,abnormal_usage
MED078,BR03,2026-01-12,2.43,abnormal_usage
MED078,BR03,2026-04-04,3.44,abnormal_usage
MED078,BR03,2026-07-14,2.23,abnormal_usage
MED078,BR03,2026-09-18,2.13,abnormal_usage
MED079,BR01,2025-09-27,4.16,abnormal_usage
MED079,BR01,2026-04-25,4.14,abnormal_usage
MED079,BR01,2026-08-08,2.05,abnormal_usage
MED079,BR02,2025-11-02,4.24,abnormal_usage
MED079,BR03,2026-06-08,2.9,abnormal_usage
MED079,BR03,2026-07-10,3.79,abnormal_usage
MED079,BR03,2026-09-06,2.5,abnormal_usage
MED080,BR01,2025-11-20,4.23,abnormal_usage
MED080,BR01,2026-02-06,2.19,abnormal_usage
MED080,BR01,2026-02-18,3.44,abnormal_usage
MED080,BR01,2026-08-06,4.21,abnormal_usage
MED080,BR01,2026-08-28,2.55,abnormal_usage
MED080,BR02,2025-12-04,3.39,abnormal_usage
MED080,BR02,2026-01-16,2.66,abnormal_usage
MED080,BR02,2026-04-22,3.69,abnormal_usage
MED080,BR03,2025-12-31,2.94,abnormal_usage
MED080,BR03,2026-05-31,3.55,abnormal_usage
MED080,BR03,2026-09-12,3.77,abnormal_usage
MED081,BR02,2025-09-24,2.59,abnormal_usage
MED081,BR02,2026-01-11,2.48,abnormal_usage
MED081,BR02,2026-02-01,3.12,abnormal_usage
MED082,BR02,2026-05-28,2.84,abnormal_usage
MED083,BR01,2025-10-21,3.63,abnormal_usage
MED083,BR01,2026-01-22,2.06,abnormal_usage
MED083,BR02,2025-09-30,3.82,abnormal_usage
MED083,BR02,2025-12-09,3.75,abnormal_usage
MED083,BR02,2026-03-12,2.53,abnormal_usage
MED083,BR02,2026-08-05,3.0,abnormal_usage
MED083,BR03,2025-12-11,3.82,abnormal_usage
MED084,BR01,2025-10-17,2.04,abnormal_usage
MED084,BR01,2026-06-20,2.84,abnormal_usage
MED084,BR02,2026-01-07,4.07,abnormal_usage
MED084,BR03,2025-10-01,2.43,abnormal_usage
MED084,BR03,2026-03-14,2.89,abnormal_usage
MED084,BR03,2026-07-17,3.57,abnormal_usage
MED084,BR03,2026-08-17,3.38,abnormal_usage
MED085,BR02,2025-11-12,4.43,abnormal_usage
MED085,BR02,2026-02-11,2.57,abnormal_usage
MED085,BR02,2026-02-26,4.38,abnormal_usage
MED085,BR02,2026-09-09,2.79,abnormal_usage
MED086,BR01,2026-04-25,3.69,abnormal_usage
MED086,BR02,2026-01-28,3.29,abnormal_usage
MED086,BR03,2025-11-08,2.38,abnormal_usage
MED087,BR01,2025-11-01,2.25,abnormal_usage
MED087,BR01,2025-12-18,2.13,abnormal_usage
MED087,BR01,2026-01-26,2.8,abnormal_usage
MED087,BR01,2026-04-13,3.6,abnormal_usage
MED087,BR01,2026-04-25,2.95,abnormal_usage
MED087,BR01,2026-09-14,3.42,abnormal_usage
MED087,BR02,2025-10-30,2.9,abnormal_usage
MED088,BR01,2025-10-25,4.24,abnormal_usage
MED088,BR01,2025-12-29,2.29,abnormal_usage
MED088,BR01,2026-02-24,4.39,abnormal_usage
MED088,BR01,2026-09-10,3.39,abnormal_usage
MED088,BR01,2026-09-14,2.39,abnormal_usage
MED088,BR02,2026-08-16,3.02,abnormal_usage
MED088,BR02,2026-08-19,2.94,abnormal_usage
MED088,BR03,2026-01-01,3.62,abnormal_usage
MED088,BR03,2026-08-01,3.57,abnormal_usage
MED089,BR01,2026-04-19,4.16,abnormal_usage
MED089,BR02,2026-01-30,3.03,abnormal_usage
MED089,BR02,2026-08-25,3.15,abnormal_usage
MED089,BR03,2025-10-14,3.57,abnormal_usage
MED090,BR02,2025-10-25,3.9,abnormal_usage
MED090,BR02,2025-12-29,4.18,abnormal_usage
MED090,BR02,2026-06-24,3.69,abnormal_usage
MED090,BR02,2026-08-20,3.96,abnormal_usage
MED090,BR03,2025-12-30,2.08,abnormal_usage
MED090,BR03,2026-04-16,4.32,abnormal_usage
MED091,BR01,2026-08-20,2.95,abnormal_usage
MED091,BR02,2026-03-15,2.73,abnormal_usage
MED091,BR02,2026-04-12,2.44,abnormal_usage
MED091,BR03,2025-11-21,2.97,abnormal_usage
MED092,BR01,2025-09-27,3.91,abnormal_usage
MED092,BR01,2026-02-19,3.57,abnormal_usage
MED092,BR01,2026-06-13,3.35,abnormal_usage
MED092,BR03,2026-06-01,2.57,abnormal_usage
MED092,BR03,2026-08-01,3.68,abnormal_usage
MED092,BR03,2026-08-06,2.0,abnormal_usage
MED093,BR01,2025-10-05,3.51,abnormal_usage
MED093,BR01,2025-11-02,3.05,abnormal_usage
MED093,BR01,2025-11-27,2.66,abnormal_usage
MED093,BR01,2026-07-31,2.2,abnormal_usage
MED093,BR01,2026-08-17,2.26,abnormal_usage
MED093,BR02,2025-11-09,4.08,abnormal_usage
MED093,BR03,2026-07-15,4.22,abnormal_usage
MED093,BR03,2026-08-06,2.23,abnormal_usage
MED094,BR02,2026-02-03,3.22,abnormal_usage
MED094,BR02,2026-07-01,4.14,abnormal_usage
MED094,BR03,2026-03-27,3.59,abnormal_usage
MED095,BR01,2026-02-12,3.14,abnormal_usage
MED095,BR01,2026-06-02,2.26,abnormal_usage
MED095,BR01,2026-08-29,3.52,abnormal_usage
MED095,BR02,2025-09-22,2.51,abnormal_usage
MED095,BR03,2026-07-14,3.4,abnormal_usage
MED096,BR01,2025-10-08,2.86,abnormal_usage
MED096,BR01,2025-11-26,2.43,abnormal_usage
MED096,BR01,2025-12-01,3.65,abnormal_usage
MED096,BR01,2026-04-07,2.71,abnormal_usage
MED096,BR01,2026-06-21,3.39,abnormal_usage
MED096,BR01,2026-08-29,2.09,abnormal_usage
MED096,BR01,2026-08-31,3.35,abnormal_usage
MED096,BR02,2026-08-13,3.13,abnormal_usage
MED097,BR01,2026-03-19,3.78,abnormal_usage
MED097,BR02,2026-05-20,4.27,abnormal_usage
MED097,BR02,2026-08-14,3.68,abnormal_usage
MED097,BR02,2026-09-08,4.05,abnormal_usage
MED097,BR03,2026-05-06,2.92,abnormal_usage
MED098,BR01,2025-10-02,3.96,abnormal_usage
MED098,BR01,2026-05-03,3.9,abnormal_usage
MED098,BR01,2026-08-01,3.81,abnormal_usage
MED098,BR03,2025-12-24,3.89,abnormal_usage
MED098,BR03,2026-01-25,3.65,abnormal_usage
MED098,BR03,2026-08-23,3.98,abnormal_usage
MED099,BR01,2025-11-06,2.66,abnormal_usage
MED099,BR01,2025-12-29,2.98,abnormal_usage
MED099,BR01,2026-09-12,3.02,abnormal_usage
MED099,BR02,2026-06-03,2.96,abnormal_usage
MED099,BR03,2025-09-20,4.28,abnormal_usage
MED099,BR03,2025-09-30,2.71,abnormal_usage
MED099,BR03,2026-06-05,3.71,abnormal_usage
MED100,BR01,2026-04-05,3.87,abnormal_usage
MED100,BR01,2026-04-30,2.83,abnormal_usage
MED100,BR02,2025-10-04,3.32,abnormal_usage
MED100,BR02,2025-10-13,2.84,abnormal_usage
MED100,BR02,2026-07-13,3.39,abnormal_usage
MED100,BR03,2025-11-22,2.16,abnormal_usage
MED101,BR01,2025-09-30,3.65,abnormal_usage
MED101,BR01,2025-11-20,3.0,abnormal_usage
MED101,BR01,2026-01-02,2.96,abnormal_usage
MED101,BR01,2026-03-25,3.71,abnormal_usage
MED101,BR02,2025-11-28,3.57,abnormal_usage
MED101,BR02,2026-08-27,3.08,abnormal_usage
MED101,BR02,2026-09-02,2.32,abnormal_usage
MED101,BR03,2026-02-24,2.54,abnormal_usage
MED101,BR03,2026-02-28,3.95,abnormal_usage
MED101,BR03,2026-03-29,3.2,abnormal_usage
MED102,BR01,2026-02-04,3.42,abnormal_usage
MED102,BR02,2025-10-24,3.47,abnormal_usage
MED102,BR02,2026-05-20,2.21,abnormal_usage
MED102,BR02,2026-05-31,4.33,abnormal_usage
MED102,BR02,2026-06-21,4.28,abnormal_usage
MED102,BR02,2026-07-14,3.82,abnormal_usage
MED102,BR02,2026-07-28,3.19,abnormal_usage
MED102,BR03,2026-01-12,3.44,abnormal_usage
MED102,BR03,2026-03-19,3.39,abnormal_usage
MED102,BR03,2026-05-15,2.12,abnormal_usage
MED102,BR03,2026-05-21,2.37,abnormal_usage
MED103,BR01,2025-11-25,2.82,abnormal_usage
MED103,BR01,2025-12-31,3.16,abnormal_usage
MED103,BR01,2026-01-22,4.47,abnormal_usage
MED103,BR01,2026-02-01,3.74,abnormal_usage
MED103,BR01,2026-02-14,2.12,abnormal_usage
MED103,BR01,2026-04-18,2.01,abnormal_usage
MED103,BR01,2026-06-12,2.77,abnormal_usage
MED103,BR03,2025-12-21,4.15,abnormal_usage
MED103,BR03,2026-02-11,2.45,abnormal_usage
MED103,BR03,2026-05-22,2.33,abnormal_usage
MED104,BR01,2026-01-24,3.04,abnormal_usage
MED104,BR02,2026-03-10,4.46,abnormal_usage
MED104,BR02,2026-04-24,2.49,abnormal_usage
MED104,BR03,2025-11-08,4.14,abnormal_usage
MED104,BR03,2026-02-05,3.01,abnormal_usage
MED104,BR03,2026-03-14,2.55,abnormal_usage
MED104,BR03,2026-06-11,3.58,abnormal_usage
